Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
2809,3.354492559,2.946364476,3.94911398,7.379752518,Iris-versicolor
2810,9.69160982,7.675013569,3.699386857,1.233277732,Iris-versicolor
2811,8.226289029,9.367967743,1.780775789,4.977084091,Iris-versicolor
2812,1.35775452,4.03931892,3.872549697,5.767876137,Iris-versicolor
2813,6.03510583,9.349065255,7.099036735,4.364222616,Iris-versicolor
2814,5.197851179,6.133354822,3.44756671,5.069273414,Iris-versicolor
2815,1.650301475,8.404267929,4.819390742,5.710322793,Iris-versicolor
2816,8.56262108,1.639908523,3.365171594,9.410676295,Iris-versicolor
2817,1.510762575,8.147675675,2.174563916,8.408194631,Iris-versicolor
2818,9.948934627,3.715999676,7.998687887,8.34067568,Iris-versicolor
2819,4.05313707,8.897206582,2.355896642,4.864504618,Iris-versicolor
2820,4.343555464,8.586416903,7.518856836,6.965730917,Iris-versicolor
2821,9.133827,2.73319714,8.062457628,8.879874256,Iris-versicolor
2822,8.527179871,3.237061199,4.495627336,6.444195161,Iris-versicolor
2823,5.068182197,3.492574391,2.715722298,5.062530411,Iris-versicolor
2824,4.554391767,2.680205145,2.691483308,7.560359065,Iris-versicolor
2825,1.609962004,4.354921839,1.569745859,6.809189368,Iris-versicolor
2826,8.780460671,2.804047866,4.870435217,4.23675016,Iris-versicolor
2827,6.185761053,2.12363414,5.953175344,1.861936716,Iris-versicolor
2828,5.898951935,6.899466822,6.055085494,2.119377426,Iris-versicolor
2829,4.51824449,9.558125342,7.765419884,5.738506798,Iris-versicolor
2830,4.181444837,6.434055401,8.421951315,8.074547317,Iris-versicolor
2831,8.406745724,5.09892482,8.560426357,2.00092936,Iris-versicolor
2832,8.117336625,7.584911481,5.86454489,6.281268831,Iris-versicolor
2833,4.452766148,3.171530466,3.835377629,7.97353699,Iris-versicolor
2834,5.195477655,9.36645891,9.614710614,8.508408899,Iris-versicolor
2835,4.406117039,5.900187199,4.191905238,4.118565333,Iris-versicolor
2836,5.994600041,5.313554664,4.128714916,4.505120534,Iris-versicolor
2837,7.38690754,8.923667809,3.278303762,1.171744851,Iris-versicolor
2838,3.311838993,4.321556597,7.099234795,3.385541272,Iris-versicolor
2839,9.693084612,4.314429995,2.473011912,4.79462136,Iris-versicolor
2840,4.3581718,6.449360193,8.038102593,6.268999796,Iris-versicolor
2841,2.933514645,2.570688649,9.506880262,9.61151195,Iris-versicolor
2842,3.767944116,6.779658597,8.986781454,3.563167882,Iris-versicolor
2843,9.744327276,6.260180661,9.409327566,3.531169703,Iris-versicolor
2844,2.046546843,3.05519732,9.481655009,4.47470263,Iris-versicolor
2845,3.455942146,6.828706881,1.071526161,6.626468003,Iris-versicolor
2846,2.077277155,2.187872889,2.839209632,7.730817386,Iris-versicolor
2847,2.603533986,6.086602174,4.641607706,7.148553145,Iris-versicolor
2848,8.263056612,7.358636521,5.435778111,8.610846235,Iris-versicolor
2849,4.001411274,7.402553032,5.516197798,2.679471123,Iris-versicolor
2850,8.834898915,5.239122034,2.284312546,4.671639183,Iris-versicolor
2851,2.207030273,4.136200116,9.35348856,7.611912566,Iris-versicolor
2852,7.212689656,7.708944839,6.021499916,1.718392566,Iris-versicolor
2853,9.06208971,2.927170667,1.764442453,1.358223352,Iris-versicolor
2854,3.884796046,4.662581817,8.219670936,8.760640532,Iris-versicolor
2855,6.044017506,9.549607812,9.042711598,8.941458051,Iris-versicolor
2856,7.644477758,5.9701399,8.216833913,7.539892079,Iris-versicolor
2857,1.698081717,1.645448927,2.026966397,1.933119535,Iris-versicolor
2858,1.67619997,8.045482217,8.307383674,3.179649091,Iris-versicolor
2859,2.431929116,9.040036329,5.793376526,7.231808699,Iris-versicolor
2860,9.977590533,5.30573433,5.842490504,5.571129572,Iris-versicolor
2861,7.619620087,4.388383822,4.841366296,3.628371023,Iris-versicolor
2862,4.890210047,4.724283377,9.338681662,5.142782206,Iris-versicolor
2863,8.716307907,7.094870404,3.010323867,7.587967376,Iris-versicolor
2864,8.235588269,9.232008168,6.25450584,2.504368544,Iris-versicolor
2865,7.90672115,4.81997302,9.409422815,9.350656074,Iris-versicolor
2866,8.683475602,4.519511849,8.211465593,5.176066409,Iris-versicolor
2867,3.896584989,7.418259995,8.041478647,7.903634304,Iris-versicolor
2868,5.153357984,9.762064844,3.034243043,6.667905795,Iris-versicolor
2869,7.860624853,6.680621773,4.530865294,6.494865319,Iris-versicolor
2870,1.651407564,7.358508523,5.939096515,8.462807356,Iris-versicolor
2871,2.994293978,8.795241582,9.479936952,7.599135297,Iris-versicolor
2872,5.746092646,4.506295201,3.147374095,4.140472912,Iris-versicolor
2873,6.71943655,3.887089445,1.697529338,6.25341959,Iris-versicolor
2874,9.650818803,7.636666253,2.305011555,8.505819393,Iris-versicolor
2875,3.050339207,9.225987031,3.002189266,8.425818831,Iris-versicolor
2876,7.080789827,1.796622534,3.863809835,9.41912172,Iris-versicolor
2877,2.372834255,6.226080654,1.075152374,6.777564419,Iris-versicolor
2878,8.06203483,4.562910352,3.295429618,4.196273527,Iris-versicolor
2879,9.018948329,9.772901762,9.856138039,8.047936654,Iris-versicolor
2880,9.527105845,2.138381407,3.864934754,5.258374748,Iris-versicolor
2881,8.474368783,3.634951845,9.770651215,9.125405435,Iris-versicolor
2882,2.526268303,1.991506785,5.811326607,6.106474342,Iris-versicolor
2883,7.813152714,1.804684495,6.892100638,8.018574304,Iris-versicolor
2884,3.516599769,8.483299562,8.205285739,7.396030086,Iris-versicolor
2885,1.883962929,9.460374203,6.032410377,4.918412194,Iris-versicolor
2886,1.253608628,1.567544592,1.016032569,6.776426533,Iris-versicolor
2887,9.57151052,5.733906958,1.47810539,6.637394552,Iris-versicolor
2888,3.401248037,4.661355055,2.299712273,2.101879804,Iris-versicolor
2889,3.947726247,2.127420539,9.069890516,1.144612034,Iris-versicolor
2890,5.952664463,1.595402515,1.759184992,2.187174142,Iris-versicolor
2891,8.520475422,6.490575582,9.742156808,7.786571604,Iris-versicolor
2892,9.491435432,9.472543394,1.271727216,3.535101578,Iris-versicolor
2893,8.038875119,7.30260978,8.436047691,7.202728212,Iris-versicolor
2894,1.953160241,3.507410435,2.946678887,2.806203082,Iris-versicolor
2895,4.98481708,4.160036968,4.704300908,8.692890556,Iris-versicolor
2896,5.884865083,8.653740321,8.442276698,9.65151413,Iris-versicolor
2897,9.9882717,4.068000708,6.735029235,5.348237775,Iris-versicolor
2898,8.52292595,5.255553278,6.480607092,7.083680991,Iris-versicolor
2899,6.388884931,7.71963071,9.732660858,9.492596771,Iris-versicolor
2900,6.106321258,6.607946854,1.519608632,4.985030843,Iris-versicolor
2901,2.281327225,2.489236822,7.46206155,7.416962762,Iris-versicolor
2902,6.126186755,1.513051665,8.177053339,6.440863023,Iris-versicolor
2903,4.25122743,8.957502557,4.063327238,1.977218972,Iris-versicolor
2904,7.074192864,2.300952976,6.49014703,4.361362645,Iris-versicolor
2905,5.105465704,7.052216773,4.007495476,6.685930208,Iris-versicolor
2906,4.747446501,8.128187073,3.76145064,9.992951835,Iris-versicolor
2907,7.362641962,7.37748048,3.793374132,2.747438124,Iris-versicolor
2908,6.692450725,4.412540717,8.395829935,9.865081536,Iris-versicolor
2909,3.034141912,8.517878879,2.938337804,9.288788115,Iris-versicolor
2910,2.046381144,8.624496893,8.752619097,5.481484937,Iris-versicolor
2911,8.123477438,2.513522078,4.704078034,6.527562065,Iris-versicolor
2912,5.992018485,9.944908293,2.742654462,4.161318068,Iris-versicolor
2913,1.264523819,3.385697632,8.368016599,5.041533243,Iris-versicolor
2914,5.637749883,6.791688428,5.08228442,6.434427982,Iris-versicolor
2915,5.64451116,9.549396854,9.519955212,7.01221326,Iris-versicolor
2916,5.553003756,9.339268064,5.396243709,8.003059078,Iris-versicolor
2917,1.187535051,3.185562424,3.812316008,1.407846074,Iris-versicolor
2918,2.941827599,4.602217948,5.64619085,8.918654037,Iris-versicolor
2919,9.434534782,9.488532816,3.899372276,3.974965884,Iris-versicolor
2920,6.833380739,5.938911758,6.714916811,6.204820996,Iris-versicolor
2921,3.685528592,8.492401156,8.455122099,5.154995584,Iris-versicolor
2922,1.044434829,8.960536593,7.175756165,1.444334056,Iris-versicolor
2923,9.878903258,4.892236663,5.812675857,5.98136231,Iris-versicolor
2924,6.323084912,1.345432375,8.62848926,2.354307899,Iris-versicolor
2925,5.078848059,9.614042231,8.480381045,6.516552728,Iris-versicolor
2926,3.612915281,3.020791163,1.269076316,8.839140548,Iris-versicolor
2927,1.802636562,1.264193803,5.771057132,7.732367268,Iris-versicolor
2928,5.931575082,2.954907831,7.862125977,9.178718126,Iris-versicolor
2929,2.844144133,4.788239632,9.497313422,7.597412946,Iris-versicolor
2930,6.403995498,2.395652568,4.708086,5.747754221,Iris-versicolor
2931,9.699985758,6.505124682,5.817070815,8.560608438,Iris-versicolor
2932,1.708186103,8.700812397,6.110460651,3.756201864,Iris-versicolor
2933,8.781312129,4.384729926,2.427762075,1.444968867,Iris-versicolor
2934,7.350686609,8.156941263,6.251139233,3.906187857,Iris-versicolor
2935,4.806692273,4.404939836,9.878790422,4.081025649,Iris-versicolor
2936,1.6997891,3.481288938,9.384530926,8.649345115,Iris-versicolor
2937,6.665863318,3.39215775,4.97482864,2.324935718,Iris-versicolor
2938,3.250217744,5.944185952,5.530674299,4.075965167,Iris-versicolor
2939,7.651889971,5.615613775,1.155021522,6.292544239,Iris-versicolor
2940,2.019770651,5.302978378,2.384497662,6.008856295,Iris-versicolor
2941,5.665150304,3.476276556,6.740445545,5.545235885,Iris-versicolor
2942,1.825636062,9.873098015,5.773884006,3.431116106,Iris-versicolor
2943,6.686899499,7.478381047,5.431587783,9.654572404,Iris-versicolor
2944,7.267685884,4.783887255,4.221501151,4.120669084,Iris-versicolor
2945,2.613490695,1.434640312,8.027556559,1.172522863,Iris-versicolor
2946,5.687547856,7.967010573,1.536532919,8.044485286,Iris-versicolor
2947,8.950428478,5.592379182,1.06892066,6.182297339,Iris-versicolor
2948,4.667253157,6.167913806,7.423693338,8.169705409,Iris-versicolor
2949,5.717943354,1.000868138,7.826730972,2.875323332,Iris-versicolor
2950,4.918170271,1.659286294,1.634395188,5.305321205,Iris-versicolor
2951,1.207421664,6.702917797,7.046036356,9.44999945,Iris-versicolor
2952,5.652508518,5.840923253,6.474325373,3.213713003,Iris-versicolor
2953,2.605506904,1.926775549,6.038957293,5.916422618,Iris-versicolor
2954,3.996711393,1.53126185,6.326188988,8.592984972,Iris-versicolor
2955,6.74099608,3.341559284,7.00993425,6.03114533,Iris-versicolor
2956,4.206411429,6.339090162,5.282524414,5.143271328,Iris-versicolor
2957,2.063711165,7.549850977,1.234338971,8.085285745,Iris-versicolor
2958,4.916090373,6.50679167,8.963290471,7.002702686,Iris-versicolor
2959,8.814115907,9.590069165,3.821057703,1.313563233,Iris-versicolor
2960,2.541292254,8.962075039,8.788090662,7.568428542,Iris-versicolor
2961,4.831887426,1.241726206,3.366389736,4.502425154,Iris-versicolor
2962,6.886984337,6.421280199,3.560060183,5.958754327,Iris-versicolor
2963,3.173227274,7.26214186,4.807634847,3.39554583,Iris-versicolor
2964,7.174538046,1.599444816,1.055913696,2.959983993,Iris-versicolor
2965,8.0610214,2.716644205,9.636659713,1.347818759,Iris-versicolor
2966,1.598186678,9.674211873,9.362131224,6.143349177,Iris-versicolor
2967,4.640294919,1.847987265,5.097782676,1.90490713,Iris-versicolor
2968,3.27234407,4.4635382,4.628934808,1.859104225,Iris-versicolor
2969,5.069041262,5.007314459,4.184003808,6.479786126,Iris-versicolor
2970,3.522403433,1.049996003,4.610206118,7.813509868,Iris-versicolor
2971,3.537601399,3.070306236,7.679670893,4.100645163,Iris-versicolor
2972,5.379518442,7.036520701,5.570777039,8.951905082,Iris-versicolor
2973,9.699410399,9.544320379,7.81261198,2.390407094,Iris-versicolor
2974,5.070577951,3.137124028,3.500467528,8.921648406,Iris-versicolor
2975,9.06864153,9.074032072,2.019927469,2.932095468,Iris-versicolor
2976,3.850619438,7.826310288,7.260144313,4.508211504,Iris-versicolor
2977,3.184194781,6.829722678,9.195459679,1.701971594,Iris-versicolor
2978,7.937545831,1.786970328,4.313942618,4.420308035,Iris-versicolor
2979,5.985197051,9.877647299,8.867117748,6.675540228,Iris-versicolor
2980,3.037301254,2.193341113,2.102933073,6.145404961,Iris-versicolor
2981,6.412035271,7.477091887,1.731009577,4.825333565,Iris-versicolor
2982,8.886766345,3.806865616,1.305100592,7.611016474,Iris-versicolor
2983,4.713189811,9.466436387,5.084058286,2.663393651,Iris-versicolor
2984,6.61138234,8.29277885,3.344760819,4.637904582,Iris-versicolor
2985,7.804641394,4.361390328,3.243317619,8.73710834,Iris-versicolor
2986,4.675224258,8.24182549,4.083804505,8.702716109,Iris-versicolor
2987,6.075354525,4.966449414,7.932186,9.638444424,Iris-versicolor
2988,4.960641428,5.993912205,4.579668472,5.541063098,Iris-versicolor
2989,9.572761135,8.105379781,9.565300592,6.179359266,Iris-versicolor
2990,7.356635733,5.416745202,5.887288348,9.795888194,Iris-versicolor
2991,1.903327471,5.338779041,9.416171264,4.101801381,Iris-versicolor
2992,9.797513815,1.093744238,1.348760624,5.241596561,Iris-versicolor
2993,8.667416546,7.70162097,4.879934026,6.779388774,Iris-versicolor
2994,7.00789248,4.46745583,4.639655778,8.598256166,Iris-versicolor
2995,3.485835484,9.330265442,9.772581077,1.073942112,Iris-versicolor
2996,5.206521041,1.578326533,2.366778599,1.314477728,Iris-versicolor
2997,1.234520051,8.163043872,5.105498439,2.607387987,Iris-versicolor
2998,3.11288814,6.12201068,6.024243843,5.495625248,Iris-versicolor
2999,4.895519899,5.600537425,7.248681793,2.900712459,Iris-versicolor
3000,1.594876623,9.018183057,3.369872168,6.383931538,Iris-versicolor
3001,1.69455551,7.553631829,1.199298023,8.34099049,Iris-versicolor
3002,9.699298121,5.218719879,8.785754198,8.381324297,Iris-versicolor
3003,5.494732741,2.750949166,8.417096235,7.312903555,Iris-versicolor
3004,6.349266161,3.065282515,1.992726952,3.165115084,Iris-versicolor
3005,5.491639962,9.223319569,1.316716174,7.423524195,Iris-versicolor
3006,9.813975443,4.390003154,3.669273469,6.260884982,Iris-versicolor
3007,3.950999802,1.276788057,9.761803837,5.011097476,Iris-versicolor
3008,9.06817219,4.230699328,5.257054358,6.454315212,Iris-versicolor
3009,8.953994973,8.7067768,5.141353103,6.119436013,Iris-versicolor
3010,2.912487194,3.451742619,2.724673677,6.742914738,Iris-versicolor
3011,1.250837916,8.401695308,1.032953473,5.958592107,Iris-versicolor
3012,5.972705187,1.82906555,7.705522272,6.38128603,Iris-versicolor
3013,4.621966018,2.160553345,2.813663783,2.735993977,Iris-versicolor
3014,7.305218684,3.24272411,1.964576365,6.589283386,Iris-versicolor
3015,9.900776659,6.444279367,4.487878129,2.822310925,Iris-versicolor
3016,6.597185763,3.072881021,1.216597884,8.302352415,Iris-versicolor
3017,4.932023158,2.88689024,3.821401036,6.392941882,Iris-versicolor
3018,2.480577859,6.654900497,3.089924937,7.571983157,Iris-versicolor
3019,3.070974417,9.908455544,2.101489862,1.315880404,Iris-versicolor
3020,2.390543284,8.740032732,2.875511497,3.371497148,Iris-versicolor
3021,3.527331791,2.702041154,4.806010599,1.546776986,Iris-versicolor
3022,2.5794416,3.269161085,3.061695798,1.47430751,Iris-versicolor
3023,4.947724206,9.51644701,5.166807243,7.145094268,Iris-versicolor
3024,5.83431553,2.614900308,5.915809249,1.094595688,Iris-versicolor
3025,3.11545904,4.981051973,7.230216147,8.484527815,Iris-versicolor
3026,5.116402102,6.935626789,7.651123626,8.272525357,Iris-versicolor
3027,1.855529362,1.16117823,1.0953841,5.724563282,Iris-versicolor
3028,8.393720201,3.492682668,9.286383105,6.4855305,Iris-versicolor
3029,7.173969989,4.230870046,8.803043896,4.206893624,Iris-versicolor
3030,6.181192349,1.303943235,5.309409953,9.09766097,Iris-versicolor
3031,1.078729655,3.365774247,9.256170577,5.767572504,Iris-versicolor
3032,5.265194716,9.364154103,4.546460668,7.576549341,Iris-versicolor
3033,3.365075706,7.968513978,2.566159547,6.385151175,Iris-versicolor
3034,2.12792341,6.863985774,5.090870642,6.232095505,Iris-versicolor
3035,1.39792723,4.780202722,2.975992953,1.349176225,Iris-versicolor
3036,2.621382189,3.959232617,2.590789716,4.547257129,Iris-versicolor
3037,7.224195484,1.189874807,5.192628041,6.388381468,Iris-versicolor
3038,6.19244642,4.006126724,6.460134318,6.937211213,Iris-versicolor
3039,4.68182596,5.33015527,5.367484766,8.884540603,Iris-versicolor
3040,9.516575355,4.803534605,2.491647144,7.212710394,Iris-versicolor
3041,4.583032944,3.364538745,8.615485985,5.92203309,Iris-versicolor
3042,3.033733913,2.386468546,9.150474926,6.211751184,Iris-versicolor
3043,6.093385214,7.989761841,8.759696654,8.978231647,Iris-versicolor
3044,5.49297834,6.533371692,9.772840493,4.16869773,Iris-versicolor
3045,3.04343842,6.712936354,6.286048059,9.5228319,Iris-versicolor
3046,1.416660462,9.71187455,4.178767187,1.310791524,Iris-versicolor
3047,7.680872974,9.532879418,4.829134118,3.233645051,Iris-versicolor
3048,2.081211501,4.867895292,7.557999087,9.435681582,Iris-versicolor
3049,4.682320599,6.230635351,2.606576826,9.893592883,Iris-versicolor
3050,1.474105255,1.287387396,8.316534191,2.585043214,Iris-versicolor
3051,6.957921459,9.939233423,9.935360311,1.035163731,Iris-versicolor
3052,6.028763431,7.458288831,3.244704706,3.338846233,Iris-versicolor
3053,3.312572356,9.402844066,5.815399473,3.383999031,Iris-versicolor
3054,7.273095818,8.940692134,6.328898799,1.763684724,Iris-versicolor
3055,3.932057315,9.684553525,9.297517805,8.291146642,Iris-versicolor
3056,8.313156708,7.112941553,5.934904453,8.451737134,Iris-versicolor
3057,9.652473154,8.149824256,8.426408093,8.179920855,Iris-versicolor
3058,3.058923144,4.095234291,9.476336336,8.738178956,Iris-versicolor
3059,4.593535996,8.673737266,7.823048915,1.638352741,Iris-versicolor
3060,8.882753851,6.971209567,8.320545268,5.504561962,Iris-versicolor
3061,2.683801412,4.545285251,1.923683333,6.347351803,Iris-versicolor
3062,1.361793176,2.830491057,7.154767855,6.217173297,Iris-versicolor
3063,7.832797308,8.612583336,3.649241146,7.613651661,Iris-versicolor
3064,2.333200951,8.901479838,5.39990973,6.946353849,Iris-versicolor
3065,8.450073429,3.7426143,9.680304734,5.784079501,Iris-versicolor
3066,8.148432656,9.150839543,2.439740423,7.672199068,Iris-versicolor
3067,3.065039129,1.180848553,5.87675185,4.93887218,Iris-versicolor
3068,5.547780943,1.336773602,1.216534324,1.065852926,Iris-versicolor
3069,4.857682203,7.809599838,1.075463447,5.154150624,Iris-versicolor
3070,6.604450557,9.467725546,9.308955211,6.597871999,Iris-versicolor
3071,9.628148875,6.87559532,2.494789347,4.68493795,Iris-versicolor
3072,1.891063673,3.780133137,9.712392105,3.003636779,Iris-versicolor
3073,5.469855769,1.666397533,7.02331775,6.552852304,Iris-versicolor
3074,5.418422781,7.626297204,9.161414345,8.635409306,Iris-versicolor
3075,7.594109901,6.796586918,1.677300091,1.619710171,Iris-versicolor
3076,4.424903651,1.842222798,5.355126578,3.62133463,Iris-versicolor
3077,5.404347122,5.655443615,7.575421181,7.516939303,Iris-versicolor
3078,3.631604719,3.427415273,3.123294796,4.06405578,Iris-versicolor
3079,3.66386692,9.402758736,6.55875434,7.810841801,Iris-versicolor
3080,7.183756963,1.96094013,7.093606441,9.222665124,Iris-versicolor
3081,2.642936931,6.733096099,5.846860116,7.486712472,Iris-versicolor
3082,1.708663193,1.371693129,8.037445216,4.629987625,Iris-versicolor
3083,7.647612302,5.058726507,3.118351219,8.998421661,Iris-versicolor
3084,9.635995946,4.201514034,3.789831494,8.088060163,Iris-versicolor
3085,2.444494352,4.814504105,6.801963942,6.700088513,Iris-versicolor
3086,5.431841934,9.079465001,1.660757754,6.55200035,Iris-versicolor
3087,5.564359185,5.189590621,3.470701061,4.60619045,Iris-versicolor
3088,6.816151877,3.158233813,2.962013806,3.94903871,Iris-versicolor
3089,9.931054612,1.051877688,6.226572133,1.674440892,Iris-versicolor
3090,5.631484792,2.126023727,7.13244235,8.321642462,Iris-versicolor
3091,8.382760891,3.743771504,2.372131631,5.006230821,Iris-versicolor
3092,6.708678229,4.942725125,5.179775656,1.416304022,Iris-versicolor
3093,4.548798261,3.209962985,5.451327516,2.974102168,Iris-versicolor
3094,9.272926962,6.667316307,8.201683833,2.058630693,Iris-versicolor
3095,1.228160657,7.475044329,7.031399092,7.019004252,Iris-versicolor
3096,8.350564798,6.255837784,6.282068145,6.764284302,Iris-versicolor
3097,1.824514387,1.657180865,2.313795312,3.898656776,Iris-versicolor
3098,7.738740239,6.474989907,2.195422341,1.86065244,Iris-versicolor
3099,3.865296331,9.668146875,4.576120287,1.091008746,Iris-versicolor
3100,4.104511011,5.705342655,2.01370565,3.483824525,Iris-versicolor
3101,9.731807253,5.669920848,3.226719493,2.912095848,Iris-versicolor
3102,7.550200834,3.026907786,3.486876757,4.655235532,Iris-versicolor
3103,1.791899005,3.33707624,6.056906099,3.201931551,Iris-versicolor
3104,6.222268517,2.614673206,1.018151312,5.436778364,Iris-versicolor
3105,5.971980717,8.073445092,2.721221223,1.689629145,Iris-versicolor
3106,9.441587343,3.906126732,3.40793266,5.429365595,Iris-versicolor
3107,3.250428513,6.771585743,1.904156189,5.751581553,Iris-versicolor
3108,5.542041801,3.310640328,4.450009511,6.686929002,Iris-versicolor
3109,1.468644924,4.245397211,2.012460343,3.649709972,Iris-versicolor
3110,3.441122946,1.465395092,4.133376561,6.727903632,Iris-versicolor
3111,2.639045052,3.679167912,5.312962369,5.649831079,Iris-versicolor
3112,4.435260731,6.430469015,6.313881753,9.902075145,Iris-versicolor
3113,8.883726246,1.543751086,6.014421253,2.545845174,Iris-versicolor
3114,9.717015605,8.587827673,8.263890159,2.039191494,Iris-versicolor
3115,8.600602789,9.751722186,7.909550472,6.19271193,Iris-versicolor
3116,5.443386974,4.915650476,9.585861756,4.084793626,Iris-versicolor
3117,8.3996522,8.667239497,9.147031004,4.998613961,Iris-versicolor
3118,2.888131948,4.903811071,1.918062077,3.014725453,Iris-versicolor
3119,3.226319301,7.548554923,9.057360508,1.653858185,Iris-versicolor
3120,4.98030942,3.901092439,9.133390464,2.031510789,Iris-versicolor
3121,8.188052674,5.974457585,1.13871256,9.033222254,Iris-versicolor
3122,7.49905361,6.863317224,1.357646741,1.139741791,Iris-versicolor
3123,2.551000147,6.282109531,4.717625057,3.046988917,Iris-versicolor
3124,7.017758821,7.544718898,9.38760618,2.791062641,Iris-versicolor
3125,8.448413627,2.666361847,8.747850634,7.801412444,Iris-versicolor
3126,1.261427339,2.111870936,5.136457741,5.67523223,Iris-versicolor
3127,3.111210037,4.638105786,4.812149308,7.927043154,Iris-versicolor
3128,4.521334991,1.014980145,9.057027607,5.142773197,Iris-virginica
3129,7.812944789,3.824592702,7.608740181,6.43858997,Iris-virginica
3130,1.483269603,3.172364793,2.006602829,4.242366686,Iris-virginica
3131,2.255751054,2.108281801,5.510726807,8.214040965,Iris-virginica
3132,9.855326258,7.278215688,3.110100646,3.088732103,Iris-virginica
3133,4.334257607,3.889386134,7.51165498,3.583980258,Iris-virginica
3134,6.715263543,8.135936749,7.334132687,9.196486054,Iris-virginica
3135,1.727884755,2.769831044,1.447449965,9.615678979,Iris-virginica
3136,1.811662197,6.053406323,1.811104775,5.777667413,Iris-virginica
3137,1.502041619,7.269950372,9.366550971,8.818768725,Iris-virginica
3138,4.262764491,2.302237856,6.56699766,8.5744911,Iris-virginica
3139,9.076420886,5.598688493,7.721220998,4.176844588,Iris-virginica
3140,1.407820748,8.94738319,4.873959305,6.742088046,Iris-virginica
3141,4.205503904,3.288519466,8.170893542,4.56159577,Iris-virginica
3142,1.878702422,9.178248483,2.175714183,2.148617759,Iris-virginica
3143,1.352066154,7.043199335,6.138117126,2.16467606,Iris-virginica
3144,1.386908089,8.026496244,2.436828312,2.477395938,Iris-virginica
3145,8.150598166,6.156800874,3.171070481,5.930236719,Iris-virginica
3146,8.52455349,4.592069261,7.331724667,5.871952433,Iris-virginica
3147,5.012764189,1.839456394,6.491800185,3.528143004,Iris-virginica
3148,5.480772445,5.141244529,9.978977043,4.29888039,Iris-virginica
3149,6.590885005,8.966894614,1.309046661,4.429520255,Iris-virginica
3150,3.922250629,3.752690089,8.064406751,1.948217294,Iris-virginica
3151,4.374870596,1.442658773,8.11532437,2.780293291,Iris-virginica
3152,5.669658374,8.579805906,5.499554025,1.592053352,Iris-virginica
3153,4.467570371,6.702174793,6.048820782,6.493410145,Iris-virginica
3154,4.151519202,4.953600113,8.166163586,9.764624486,Iris-virginica
3155,7.815924006,1.648723359,7.282713474,6.273073169,Iris-virginica
3156,9.656935032,1.347316163,2.448066386,1.613115185,Iris-virginica
3157,4.251730438,3.196191679,4.660745035,5.271270959,Iris-virginica
3158,8.816451816,6.409635269,8.303126934,1.894373875,Iris-virginica
3159,2.143129947,2.015839798,9.291043849,6.848087617,Iris-virginica
3160,2.87701014,1.945355223,2.854534142,1.502185357,Iris-virginica
3161,3.497231332,3.50099947,3.754878142,2.817229819,Iris-virginica
3162,2.815074247,7.539231338,6.700353179,6.886174117,Iris-virginica
3163,1.012779698,6.27785001,7.29105848,5.37863139,Iris-virginica
3164,7.106009122,5.294749092,3.057879887,7.680864133,Iris-virginica
3165,1.207203407,5.200759842,6.594241545,7.628228606,Iris-virginica
3166,2.364188862,8.498155233,4.550984515,8.768569346,Iris-virginica
3167,6.639593573,5.233439544,7.536979894,8.935091209,Iris-virginica
3168,6.473442294,9.550417956,4.750993039,7.790324223,Iris-virginica
3169,6.738007544,4.466548428,2.825573192,2.367287069,Iris-virginica
3170,5.381215929,1.871984152,1.874002618,5.5393112,Iris-virginica
3171,6.638870138,6.254069497,5.601815061,6.56758181,Iris-virginica
3172,2.567067423,7.077762067,9.360164656,6.668607223,Iris-virginica
3173,7.678525796,6.902313101,3.455025624,6.296883114,Iris-virginica
3174,3.819806833,5.320161835,4.038359794,2.587591136,Iris-virginica
3175,1.082626289,2.605585034,7.990874162,1.318249875,Iris-virginica
3176,6.355969328,8.512943258,3.111044086,4.838374381,Iris-virginica
3177,7.713281505,7.484451879,2.9542123,7.645174601,Iris-virginica
3178,1.078808497,4.135638293,9.73190697,3.120031286,Iris-virginica
3179,3.518157357,8.291323768,1.778985982,2.02556931,Iris-virginica
3180,5.997319663,4.018827069,3.31822646,9.139487593,Iris-virginica
3181,4.405999179,8.644177936,1.253346196,7.958195554,Iris-virginica
3182,6.039182876,5.978417939,2.379281194,5.179362284,Iris-virginica
3183,1.357320933,8.693005748,6.610386661,4.651472529,Iris-virginica
3184,2.324015654,1.303621454,4.543578405,8.64015581,Iris-virginica
3185,8.894056684,5.426909563,4.064724202,2.185677363,Iris-virginica
3186,1.055628222,6.542994757,3.194239619,3.889813405,Iris-virginica
3187,7.629644442,6.236454877,5.928438569,2.712284738,Iris-virginica
3188,2.106692629,5.435964508,4.543916356,8.2725094,Iris-virginica
3189,8.556858244,3.172286105,1.550490655,2.949404089,Iris-virginica
3190,5.069197679,4.861023708,1.428540429,5.348603072,Iris-virginica
3191,4.41801049,1.746962731,1.762496414,3.656631792,Iris-virginica
3192,7.236734251,7.721116495,4.423293112,9.705820276,Iris-virginica
3193,5.039525261,6.619751662,1.631190084,6.724067228,Iris-virginica
3194,1.441538596,5.089993614,3.709696038,2.815401046,Iris-virginica
3195,4.2051435,2.693442924,3.654184535,7.914388508,Iris-virginica
3196,4.340489868,8.426506046,2.923595041,5.635461939,Iris-virginica
3197,5.412251814,4.966914375,2.34319331,3.257168949,Iris-virginica
